epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,267.593,0.29992,2.72652,0.15667,0.27086,0.9329,0.99803,1,0.995,0.80622,0.6662,0.66667,0.58952,0.20296,0.68581,4.2677,0.22943,0.53099,1.12498,0.001802,0.001802,0.001802
12,292.845,0.30029,3.21283,0.16552,0.27506,0.94329,0.99152,1,0.995,0.90402,0.92174,0.93333,0.888,0.36502,0.46766,2.81327,0.15134,0.35813,0.77114,0.0017822,0.0017822,0.0017822
13,320.221,0.3102,3.16509,0.15746,0.27428,0.9333,0.99819,1,0.995,0.85221,0.89833,0.9,0.87726,0.36868,0.61077,2.94302,0.13711,0.41615,0.83659,0.0017624,0.0017624,0.0017624
14,344.377,0.29771,2.87936,0.15342,0.26575,0.91951,0.99641,1,0.995,0.93955,0.9632,0.96667,0.94919,0.34845,0.41021,3.08614,0.14839,0.32898,0.69878,0.0017426,0.0017426,0.0017426
15,369.009,0.2686,3.0904,0.1557,0.24452,0.90973,0.80914,0.98941,0.9412,0.67634,0.05445,0.06667,0.01141,0.00369,0.70373,8.00336,0.17995,0.8367,0.94099,0.0017228,0.0017228,0.0017228
16,393.97,0.28044,2.796,0.15882,0.25074,0.92595,0.87342,1,0.98407,0.83872,0.44294,0.46667,0.33218,0.11726,0.4853,5.30411,0.1662,0.54177,0.74287,0.001703,0.001703,0.001703
17,419.475,0.26892,2.81294,0.15871,0.25013,0.89704,0.93709,1,0.99177,0.92727,0.74967,0.8,0.78047,0.32784,0.40495,3.09506,0.14532,0.3264,0.68779,0.0016832,0.0016832,0.0016832
18,440.218,0.27354,2.88009,0.15811,0.24732,0.92946,0.99388,1,0.995,0.9216,0.99388,1,0.995,0.45703,0.37888,2.47419,0.14086,0.3541,0.68589,0.0016634,0.0016634,0.0016634
19,464.359,0.24453,2.83025,0.15977,0.24674,0.89407,0.99697,1,0.995,0.91836,0.89728,0.9,0.90514,0.4564,0.41566,2.45556,0.15053,0.26013,0.70295,0.0016436,0.0016436,0.0016436
20,484.818,0.2479,2.86358,0.15743,0.2398,0.91058,0.99735,1,0.995,0.92298,0.83108,0.83333,0.86236,0.30187,0.40814,2.8624,0.15148,0.30579,0.69,0.0016238,0.0016238,0.0016238
21,505.692,0.27877,2.59225,0.15294,0.24365,0.90233,0.99814,1,0.995,0.93215,0.9316,0.93333,0.92735,0.37154,0.38919,2.58261,0.14669,0.29607,0.69187,0.001604,0.001604,0.001604
22,528.108,0.27158,2.43882,0.15325,0.24584,0.90843,0.99825,1,0.995,0.93715,0.99825,1,0.995,0.46573,0.40563,2.34256,0.14369,0.30461,0.70013,0.0015842,0.0015842,0.0015842
23,549.16,0.27397,2.35892,0.14688,0.23519,0.91122,1,1,0.995,0.933,0.96667,0.96667,0.9534,0.59177,0.39213,2.10268,0.13329,0.26934,0.66883,0.0015644,0.0015644,0.0015644
24,569.972,0.27987,2.62066,0.13787,0.23606,0.93092,1,1,0.995,0.96723,0.96667,0.96667,0.95573,0.46887,0.34121,2.41386,0.13574,0.25947,0.6151,0.0015446,0.0015446,0.0015446
25,594.547,0.23991,2.78106,0.14073,0.22122,0.8971,0.99824,1,0.995,0.95633,0.73201,0.73333,0.70663,0.27489,0.3399,3.51244,0.12883,0.24183,0.64412,0.0015248,0.0015248,0.0015248
26,619.09,0.2241,2.76931,0.15755,0.21893,0.89326,0.9982,1,0.995,0.93538,0.8651,0.86667,0.85691,0.38395,0.37246,2.67132,0.13632,0.25866,0.66863,0.001505,0.001505,0.001505
27,641.912,0.23556,2.88645,0.15093,0.21784,0.8981,0.99811,1,0.995,0.93607,0.86522,0.86667,0.86666,0.31517,0.35134,2.85922,0.14494,0.27364,0.64874,0.0014852,0.0014852,0.0014852
28,671.138,0.21864,2.49245,0.15356,0.20433,0.88818,0.9958,1,0.995,0.96094,0.96261,0.96667,0.95344,0.54385,0.30997,2.28453,0.14712,0.26813,0.62068,0.0014654,0.0014654,0.0014654
29,695.543,0.2372,2.4814,0.14782,0.20857,0.89548,0.9734,1,0.995,0.95612,0.9734,1,0.995,0.45718,0.34263,2.35389,0.14996,0.27362,0.65263,0.0014456,0.0014456,0.0014456
30,716.038,0.21245,2.44198,0.14819,0.20595,0.89153,0.99656,1,0.995,0.93614,0.93012,0.93333,0.89884,0.46135,0.34222,2.41816,0.14287,0.24438,0.65488,0.0014258,0.0014258,0.0014258
31,736.471,0.22794,2.36089,0.14574,0.20919,0.89612,0.99819,1,0.995,0.9259,0.93161,0.93333,0.90173,0.43162,0.38255,2.3829,0.13885,0.26892,0.68205,0.001406,0.001406,0.001406
32,760.671,0.20459,2.31871,0.13755,0.19723,0.8744,0.99817,1,0.995,0.9374,0.93159,0.93333,0.90456,0.4828,0.37241,2.06636,0.13982,0.28086,0.68244,0.0013862,0.0013862,0.0013862
33,785.909,0.20412,2.23286,0.15083,0.1952,0.88242,0.99824,1,0.995,0.93436,0.99824,1,0.995,0.51883,0.38753,2.18799,0.14181,0.26858,0.68784,0.0013664,0.0013664,0.0013664
34,806.444,0.21917,2.30873,0.13618,0.19706,0.91364,0.9981,1,0.995,0.94107,0.86505,0.86667,0.84654,0.4125,0.36022,2.69832,0.16525,0.29375,0.68134,0.0013466,0.0013466,0.0013466
35,835.136,0.21626,2.38118,0.14527,0.21167,0.89083,0.99828,1,0.995,0.9255,0.96497,0.96667,0.95851,0.50844,0.39535,2.29616,0.16501,0.29087,0.714,0.0013268,0.0013268,0.0013268
36,864.44,0.23493,2.55743,0.15158,0.2133,0.89806,0.99826,1,0.995,0.94077,0.96498,0.96667,0.96751,0.46664,0.37671,2.51603,0.14066,0.30009,0.67347,0.001307,0.001307,0.001307
37,889.97,0.24065,2.78158,0.15114,0.21743,0.88388,0.99828,1,0.995,0.96205,0.8319,0.83333,0.86296,0.27415,0.35895,3.32338,0.15724,0.29413,0.66803,0.0012872,0.0012872,0.0012872
38,922.623,0.23546,2.65001,0.14114,0.21314,0.89542,0.99826,1,0.995,0.94495,0.83188,0.83333,0.80827,0.36356,0.38239,2.725,0.13212,0.27754,0.64194,0.0012674,0.0012674,0.0012674
39,948.406,0.20667,2.64665,0.14116,0.20166,0.8983,0.99823,1,0.995,0.97425,0.79859,0.8,0.81468,0.32071,0.31356,3.52711,0.15188,0.2581,0.61813,0.0012476,0.0012476,0.0012476
40,977.185,0.20911,2.54804,0.14267,0.20135,0.89547,1,1,0.995,0.96202,0.9,0.9,0.90631,0.49719,0.34775,2.38463,0.14187,0.23129,0.65892,0.0012278,0.0012278,0.0012278
41,1008.09,0.22565,2.35442,0.14589,0.2048,0.89822,1,1,0.995,0.96928,0.9,0.9,0.87517,0.39359,0.32915,2.56801,0.13221,0.26212,0.653,0.001208,0.001208,0.001208
42,1036.88,0.22135,2.2984,0.15455,0.20692,0.88318,1,1,0.995,0.94392,1,1,0.995,0.44248,0.35865,2.34441,0.14415,0.25835,0.65553,0.0011882,0.0011882,0.0011882
43,1060.28,0.22416,2.23717,0.14577,0.21815,0.89146,1,1,0.995,0.95499,1,1,0.995,0.5186,0.36674,2.0922,0.14092,0.25098,0.66545,0.0011684,0.0011684,0.0011684
44,1087.45,0.21428,2.19394,0.1371,0.20953,0.90015,0.99827,1,0.995,0.94818,0.99827,1,0.995,0.62378,0.38604,2.03846,0.14568,0.27249,0.67792,0.0011486,0.0011486,0.0011486
45,1119.42,0.22322,2.1173,0.13979,0.2173,0.8879,0.99754,1,0.995,0.9366,0.99754,1,0.995,0.55235,0.3981,2.13449,0.15093,0.2855,0.68496,0.0011288,0.0011288,0.0011288
46,1145.89,0.20525,2.29615,0.14125,0.19531,0.88341,0.99821,1,0.995,0.93452,0.99821,1,0.995,0.5661,0.4097,2.22814,0.13677,0.27498,0.66314,0.001109,0.001109,0.001109
47,1167.51,0.20877,2.26434,0.15374,0.20388,0.86884,0.99824,1,0.995,0.94541,0.99824,1,0.995,0.5992,0.36458,2.04025,0.13117,0.23777,0.66327,0.0010892,0.0010892,0.0010892
48,1192.06,0.20245,2.15241,0.14564,0.20018,0.89347,0.99821,1,0.995,0.9337,0.99821,1,0.995,0.45106,0.35143,2.5888,0.12597,0.26671,0.65171,0.0010694,0.0010694,0.0010694
49,1213.8,0.21288,2.12177,0.14923,0.20009,0.87454,0.9982,1,0.995,0.96457,0.9982,1,0.995,0.55014,0.33762,2.18952,0.13232,0.25014,0.64656,0.0010496,0.0010496,0.0010496
50,1239.6,0.21138,2.23116,0.14941,0.20089,0.88814,0.99691,1,0.995,0.92861,0.99691,1,0.995,0.54999,0.42362,2.14822,0.13212,0.28341,0.71413,0.0010298,0.0010298,0.0010298
51,1264.87,0.2212,2.2625,0.14181,0.20003,0.86803,0.98774,1,0.995,0.94609,0.88897,0.9,0.88101,0.5619,0.35368,2.26674,0.13392,0.28378,0.65974,0.00101,0.00101,0.00101
52,1292.31,0.20476,2.20821,0.14377,0.19628,0.88411,0.99321,1,0.995,0.9546,0.89389,0.9,0.90778,0.5684,0.36013,2.41336,0.13413,0.27274,0.64277,0.0009902,0.0009902,0.0009902
53,1321.91,0.20308,2.07932,0.1391,0.19186,0.88156,0.99571,1,0.995,0.94426,0.96252,0.96667,0.95898,0.52467,0.32238,2.15522,0.13629,0.23081,0.62379,0.0009704,0.0009704,0.0009704
54,1350.18,0.2049,2.04951,0.14612,0.18582,0.88411,1,1,0.995,0.9556,1,1,0.995,0.55529,0.35676,2.15542,0.13705,0.26632,0.64168,0.0009506,0.0009506,0.0009506
55,1371.44,0.1944,1.99278,0.14601,0.18872,0.86637,0.99827,1,0.995,0.95863,0.93172,0.93333,0.91353,0.57193,0.33939,2.056,0.13698,0.25228,0.61753,0.0009308,0.0009308,0.0009308
56,1398.22,0.19702,2.02455,0.13554,0.18674,0.872,0.99794,1,0.995,0.93897,0.96468,0.96667,0.97565,0.46605,0.34592,2.28912,0.13392,0.25564,0.63216,0.000911,0.000911,0.000911
57,1427.63,0.19336,1.95824,0.13355,0.19149,0.87584,0.99817,1,0.995,0.94412,0.96489,0.96667,0.95365,0.54965,0.37626,1.96856,0.14019,0.25267,0.64761,0.0008912,0.0008912,0.0008912
58,1456.53,0.1835,2.0261,0.14311,0.18631,0.86461,0.99821,1,0.995,0.96243,0.99821,1,0.995,0.51415,0.32145,2.08084,0.13655,0.21917,0.6028,0.0008714,0.0008714,0.0008714
59,1485.45,0.1827,2.00224,0.13233,0.17192,0.88301,1,1,0.995,0.97862,1,1,0.995,0.62326,0.29125,1.82088,0.13271,0.20623,0.58944,0.0008516,0.0008516,0.0008516
60,1513.71,0.18447,1.86057,0.13769,0.17177,0.86001,0.99809,1,0.995,0.94432,0.96482,0.96667,0.96748,0.61214,0.3781,1.9454,0.12965,0.23729,0.64513,0.0008318,0.0008318,0.0008318
61,1538.38,0.1917,1.90595,0.14333,0.1808,0.87466,0.99569,1,0.995,0.96878,0.92923,0.93333,0.94999,0.5897,0.34919,2.27324,0.13099,0.27035,0.62477,0.000812,0.000812,0.000812
62,1559.54,0.20438,1.98631,0.1466,0.1904,0.88265,0.99825,1,0.995,0.96473,0.99825,1,0.995,0.64565,0.32708,1.79657,0.12665,0.23657,0.60769,0.0007922,0.0007922,0.0007922
63,1594.65,0.20114,1.839,0.13371,0.187,0.87089,0.99822,1,0.995,0.96607,0.93167,0.93333,0.95138,0.5384,0.32751,2.36742,0.13362,0.24425,0.61411,0.0007724,0.0007724,0.0007724
64,1623.59,0.1955,1.96068,0.13732,0.18279,0.88625,0.99824,1,0.995,0.92648,0.93169,0.93333,0.95027,0.60382,0.42389,2.05239,0.12214,0.26854,0.69114,0.0007526,0.0007526,0.0007526
65,1644.91,0.17794,1.95513,0.13634,0.18105,0.84672,0.99817,1,0.995,0.93215,0.93163,0.93333,0.94212,0.561,0.3563,2.23826,0.13088,0.25208,0.63564,0.0007328,0.0007328,0.0007328
66,1667.6,0.18059,1.87852,0.14636,0.17362,0.86279,1,1,0.995,0.95635,1,1,0.995,0.61913,0.33189,1.89045,0.12285,0.21819,0.61511,0.000713,0.000713,0.000713
67,1692.16,0.17928,1.79324,0.1469,0.17367,0.86429,0.99819,1,0.995,0.97531,0.93165,0.93333,0.93926,0.62511,0.30517,2.00425,0.12975,0.21918,0.61072,0.0006932,0.0006932,0.0006932
68,1718.69,0.1864,1.83859,0.13966,0.16659,0.8617,0.99823,1,0.995,0.96306,0.96496,0.96667,0.97284,0.64173,0.32109,1.89487,0.13274,0.22094,0.61153,0.0006734,0.0006734,0.0006734
69,1739.95,0.17048,1.752,0.13535,0.17367,0.86417,0.99826,1,0.995,0.95349,0.99826,1,0.995,0.63114,0.31879,1.78276,0.13031,0.2171,0.60497,0.0006536,0.0006536,0.0006536
70,1765.14,0.18604,1.72596,0.136,0.17641,0.87087,1,1,0.995,0.95586,1,1,0.995,0.61608,0.30495,1.83655,0.13462,0.23694,0.58881,0.0006338,0.0006338,0.0006338
71,1793.15,0.16919,1.74514,0.1351,0.17563,0.86943,0.99825,1,0.995,0.95557,0.99825,1,0.995,0.61053,0.32615,1.94641,0.13977,0.22923,0.61138,0.000614,0.000614,0.000614
72,1827.04,0.1703,1.76303,0.1383,0.17468,0.88077,1,1,0.995,0.95637,1,1,0.995,0.63854,0.32278,1.73595,0.13432,0.21816,0.62046,0.0005942,0.0005942,0.0005942
73,1848.24,0.17286,1.67964,0.13603,0.16998,0.85367,0.99831,1,0.995,0.96767,0.93175,0.93333,0.94793,0.63603,0.31134,1.89048,0.1321,0.21932,0.60357,0.0005744,0.0005744,0.0005744
74,1873.35,0.1748,1.72253,0.13134,0.17205,0.87049,1,1,0.995,0.95931,1,1,0.995,0.6252,0.32364,1.85468,0.12872,0.23657,0.60928,0.0005546,0.0005546,0.0005546
75,1894.48,0.17219,1.74806,0.14028,0.17138,0.86522,1,1,0.995,0.97271,0.96667,0.96667,0.9814,0.66794,0.3117,1.79668,0.13029,0.21248,0.59934,0.0005348,0.0005348,0.0005348
76,1926.26,0.17513,1.64555,0.13487,0.16592,0.85522,1,1,0.995,0.95553,1,1,0.995,0.66248,0.31391,1.64591,0.1261,0.21496,0.60748,0.000515,0.000515,0.000515
77,1949.74,0.16647,1.66157,0.13275,0.17357,0.85872,1,1,0.995,0.96825,0.96667,0.96667,0.9524,0.64553,0.30964,1.71039,0.13024,0.21932,0.60112,0.0004952,0.0004952,0.0004952
78,1972.94,0.15771,1.61408,0.12819,0.16654,0.85897,0.99826,1,0.995,0.96854,0.99826,1,0.995,0.66319,0.32816,1.65242,0.12641,0.24751,0.60721,0.0004754,0.0004754,0.0004754
79,2004.01,0.16554,1.68664,0.13525,0.16692,0.86814,0.99829,1,0.995,0.97371,0.96502,0.96667,0.95184,0.66086,0.28881,1.67831,0.12774,0.23708,0.57964,0.0004556,0.0004556,0.0004556
80,2028.68,0.1597,1.73306,0.13531,0.15174,0.87073,1,1,0.995,0.97571,0.96667,0.96667,0.9524,0.65366,0.28493,1.7188,0.12622,0.24184,0.57543,0.0004358,0.0004358,0.0004358
81,2057.97,0.15915,1.62523,0.134,0.15456,0.85993,1,1,0.995,0.96167,0.96667,0.96667,0.9534,0.65169,0.2904,1.71287,0.12619,0.22504,0.57755,0.000416,0.000416,0.000416
82,2083.02,0.15206,1.58287,0.13025,0.14666,0.86175,1,1,0.995,0.96581,1,1,0.995,0.65727,0.28654,1.76685,0.12857,0.21743,0.58047,0.0003962,0.0003962,0.0003962
83,2109.69,0.14789,1.5945,0.12652,0.15304,0.84686,1,1,0.995,0.98926,1,1,0.995,0.68028,0.2642,1.71477,0.12754,0.21189,0.56472,0.0003764,0.0003764,0.0003764
84,2144.96,0.15147,1.62365,0.1291,0.14939,0.86024,1,1,0.995,0.96986,1,1,0.995,0.67468,0.26303,1.67558,0.12677,0.209,0.56971,0.0003566,0.0003566,0.0003566
85,2168.07,0.15161,1.60856,0.13033,0.15034,0.85051,1,1,0.995,0.96531,1,1,0.995,0.64992,0.29777,1.75384,0.12767,0.21985,0.59979,0.0003368,0.0003368,0.0003368
86,2201.05,0.14781,1.55449,0.13097,0.14999,0.85608,1,1,0.995,0.96044,1,1,0.995,0.65318,0.29775,1.76939,0.13129,0.21376,0.60221,0.000317,0.000317,0.000317
87,2221.53,0.14734,1.51585,0.12434,0.14775,0.83838,1,1,0.995,0.97599,0.96667,0.96667,0.9624,0.66395,0.2817,1.70615,0.12719,0.20308,0.58007,0.0002972,0.0002972,0.0002972
88,2250.07,0.1536,1.52399,0.13551,0.15437,0.86316,1,1,0.995,0.97624,1,1,0.995,0.66165,0.27132,1.69213,0.12807,0.21408,0.56916,0.0002774,0.0002774,0.0002774
89,2277.83,0.13961,1.48704,0.12889,0.15251,0.85197,1,1,0.995,0.97917,1,1,0.995,0.67203,0.28006,1.77696,0.12745,0.22569,0.57264,0.0002576,0.0002576,0.0002576
90,2304.73,0.14942,1.53988,0.1281,0.15442,0.85119,0.99828,1,0.995,0.96131,0.965,0.96667,0.95517,0.6564,0.29852,1.76038,0.12979,0.20756,0.58708,0.0002378,0.0002378,0.0002378
91,2333.82,0.15196,1.59941,0.134,0.15556,0.84595,1,1,0.995,0.98133,1,1,0.995,0.65809,0.28077,1.71682,0.1289,0.19698,0.57137,0.000218,0.000218,0.000218
92,2354.49,0.14367,1.55303,0.12316,0.1426,0.86248,1,1,0.995,0.98305,1,1,0.995,0.6721,0.2663,1.64635,0.12866,0.19713,0.55768,0.0001982,0.0001982,0.0001982
93,2374.69,0.14602,1.53508,0.12965,0.14315,0.84282,1,1,0.995,0.97389,1,1,0.995,0.69261,0.27748,1.61204,0.13079,0.20675,0.56696,0.0001784,0.0001784,0.0001784
94,2411.03,0.14122,1.48125,0.12869,0.14105,0.84345,1,1,0.995,0.97498,0.96667,0.96667,0.9714,0.68924,0.27388,1.65285,0.12856,0.20685,0.56597,0.0001586,0.0001586,0.0001586
95,2440.02,0.14238,1.5183,0.12929,0.14644,0.86453,1,1,0.995,0.98494,0.96667,0.96667,0.96907,0.68821,0.26528,1.64383,0.12743,0.2027,0.55966,0.0001388,0.0001388,0.0001388
96,2478.15,0.14536,1.54241,0.12357,0.14371,0.87374,1,1,0.995,0.98666,0.96667,0.96667,0.97007,0.69239,0.26879,1.61769,0.12943,0.20549,0.56084,0.000119,0.000119,0.000119
97,2506.9,0.13918,1.55937,0.12957,0.1425,0.86373,1,1,0.995,0.97638,0.96667,0.96667,0.9714,0.68411,0.27828,1.64482,0.12828,0.21081,0.5642,9.92e-05,9.92e-05,9.92e-05
98,2530.94,0.14306,1.51692,0.13881,0.14261,0.84928,1,1,0.995,0.97386,0.96667,0.96667,0.97007,0.70468,0.27486,1.62711,0.12767,0.20548,0.56064,7.94e-05,7.94e-05,7.94e-05
99,2552.31,0.13709,1.51519,0.12417,0.13371,0.86614,1,1,0.995,0.98436,0.96667,0.96667,0.96807,0.68851,0.25951,1.59454,0.12694,0.20627,0.55305,5.96e-05,5.96e-05,5.96e-05
100,2573.38,0.12976,1.5215,0.12956,0.13745,0.85258,1,1,0.995,0.98356,0.96667,0.96667,0.97007,0.69842,0.25579,1.58094,0.12563,0.19739,0.55118,3.98e-05,3.98e-05,3.98e-05
